accession	organism	kingdom	length	cleavage_site
P0DPU0	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	Metazoa	210	23
P0DPU1	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	Metazoa	210	23
P0DPU2	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	Metazoa	211	20
P0DPU3	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	Metazoa	577	25
P0DPU8	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	Metazoa	105	24
P0DPU9	Myrmecia gulosa (Red bulldog ant)	Metazoa	67	25
P0DPV0	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	Metazoa	101	23
P0DPV1	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	Metazoa	97	23
P0DPV2	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	Metazoa	210	23
P0DPV3	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	Metazoa	73	23
P0DPV5	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	Metazoa	76	23
P0DPV6	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	Metazoa	76	23
P0DPZ2	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	Metazoa	101	23
P0DQB8	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	Metazoa	73	20
P0DQC1	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	Metazoa	92	20
P0DQE1	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	Metazoa	109	23
P0DSJ6	Myrmecia gulosa (Red bulldog ant)	Metazoa	62	24
P0DUQ6	Conus planorbis (Planorbis cone)	Metazoa	70	21
P0DUS5	Doratifera vulnerans (Mottled cup moth)	Metazoa	57	24
P0DUS7	Doratifera vulnerans (Mottled cup moth)	Metazoa	56	19
P0DUS8	Doratifera vulnerans (Mottled cup moth)	Metazoa	59	17
P0DUS9	Doratifera vulnerans (Mottled cup moth)	Metazoa	59	19
P0DUT0	Doratifera vulnerans (Mottled cup moth)	Metazoa	46	19
P10282	Fusarium fujikuroi (Bakanae and foot rot disease fungus) (Gibberella fujikuroi)	Fungi	131	25
P10298	Cyprinus carpio (Common carp)	Metazoa	210	23
P10459	Laticauda laticaudata (Blue-ringed sea krait) (Blue-lipped sea krait)	Metazoa	83	21
P10562	Canavalia gladiata (Sword bean) (Dolichos gladiatus)	Plants	445	26
P10675	Schistocerca americana (American grasshopper)	Metazoa	662	24
P10822	Psophocarpus tetragonolobus (Winged bean) (Dolichos tetragonolobus)	Plants	207	24
P10975	Ricinus communis (Castor bean)	Plants	116	24
P11643	Hordeum vulgare (Barley)	Plants	171	24
P11839	Ovis aries (Sheep)	Metazoa	222	15
P11919	Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	Metazoa	88	26
P12548	Chironomus thummi thummi (Midge)	Metazoa	161	16
P12549	Chironomus thummi thummi (Midge)	Metazoa	161	16
P12550	Chironomus thummi thummi (Midge)	Metazoa	162	16
P12992	Heliothis virescens (Tobacco budworm moth)	Metazoa	564	19
P13083	Cavia porcellus (Guinea pig)	Metazoa	126	26
P13384	Bos taurus (Bovine)	Metazoa	317	33
P13691	Hordeum vulgare (Barley)	Plants	152	30
P14170	Nicotiana tabacum (Common tobacco)	Plants	246	21
P14213	Tachypleus tridentatus (Japanese horseshoe crab)	Metazoa	77	23
P14214	Tachypleus tridentatus (Japanese horseshoe crab)	Metazoa	77	23
P14217	Chlamydomonas reinhardtii (Chlamydomonas smithii)	Plants	647	21
P14946	Lolium perenne (Perennial ryegrass)	Plants	263	23
P15223	Centruroides noxius (Mexican scorpion)	Metazoa	86	19
P15270	Dictyostelium discoideum (Social amoeba)	Other	424	23
P15399	Rattus norvegicus (Rat)	Metazoa	177	17
P15570	Phytophthora cryptogea	Other	118	20
P15818	Bungarus multicinctus (Many-banded krait)	Metazoa	87	21
P16030	Bauhinia purpurea (Camel's foot tree) (Phanera purpurea)	Plants	290	28
P16094	Momordica charantia (Bitter gourd) (Balsam pear)	Plants	286	23
P16159	Triticum aestivum (Wheat)	Plants	143	24
P16850	Triticum aestivum (Wheat)	Plants	145	25
P16851	Triticum aestivum (Wheat)	Plants	145	25
P17314	Triticum aestivum (Wheat)	Plants	168	25
P18328	Dendroaspis angusticeps (Eastern green mamba) (Naja angusticeps)	Metazoa	86	21
P18684	Protophormia terraenovae (Northern blowfly) (Lucilia terraenovae)	Metazoa	101	18
P18959	Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	Metazoa	168	26
P19007	Oryctolagus cuniculus (Rabbit)	Metazoa	347	18
P19204	Gallus gallus (Chicken)	Metazoa	406	19
P19656	Zea mays (Maize)	Plants	120	27
P19667	Molineria latifolia (Lumbah) (Curculigo latifolia)	Plants	158	22
P19872	Locusta migratoria (Migratory locust)	Metazoa	77	22
P19959	Aipysurus laevis (Olive sea snake)	Metazoa	81	21
P20112	Sus scrofa (Pig)	Metazoa	300	17
P20362	Paralichthys olivaceus (Bastard halibut) (Hippoglossus olivaceus)	Metazoa	231	24
P20462	Notamacropus eugenii (Tammar wallaby) (Macropus eugenii)	Metazoa	176	18
P20797	Antheraea polyphemus (Polyphemus moth)	Metazoa	163	21
P21814	Ovis aries (Sheep)	Metazoa	429	25
P22297	Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	Metazoa	681	18
P22323	Cavia porcellus (Guinea pig)	Metazoa	410	24
P22864	Aspergillus niger	Fungi	373	19
P22922	Bombyx mori (Silk moth)	Metazoa	392	16
P23044	Robillarda sp. (strain Y-20)	Fungi	385	17
P23438	Canis lupus familiaris (Dog) (Canis familiaris)	Metazoa	183	17
P24052	Gallus gallus (Chicken)	Metazoa	142	21
P24330	Crotalus adamanteus (Eastern diamondback rattlesnake)	Metazoa	70	22
P24336	Hottentotta judaicus (Black scorpion) (Buthotus judaicus)	Metazoa	85	21
P24478	Trichosanthes kirilowii (Chinese snake gourd) (Chinese cucumber)	Plants	289	21
P24854	Sus scrofa (Pig)	Metazoa	259	22
P25068	Bos taurus (Bovine)	Metazoa	64	26
P25289	Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	Metazoa	137	31
P25331	Bombyx mori (Silk moth)	Metazoa	88	26
P25404	Mirabilis jalapa (Garden four-o'clock)	Plants	63	27
P25497	Pseudechis australis (Mulga snake) (King brown snake)	Metazoa	83	21
P25871	Nicotiana tabacum (Common tobacco)	Plants	251	21
P26202	Oryctolagus cuniculus (Rabbit)	Metazoa	137	20
P26203	Oryctolagus cuniculus (Rabbit)	Metazoa	137	20
P26461	Sus scrofa (Pig)	Metazoa	97	26
P26780	Sinapis alba (White mustard) (Brassica hirta)	Plants	99	30
P27275	Amaranthus caudatus (Love-lies-bleeding) (Inca-wheat)	Plants	86	25
P27559	Saponaria officinalis (Common soapwort) (Lychnis saponaria)	Plants	292	24
P27613	Trichostrongylus colubriformis (Black scour worm)	Metazoa	173	15
P28041	Hordeum vulgare (Barley)	Plants	145	25
P28770	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	Metazoa	221	21
P29060	Nicotiana tabacum (Common tobacco)	Plants	291	22
P29064	Candida tsukubaensis (Yeast) (Pseudozyma tsukubaensis)	Fungi	1070	35
P29392	Bos taurus (Bovine)	Metazoa	134	20
P29421	Oryza sativa subsp. japonica (Rice)	Plants	200	22
P29523	Bombyx mori (Silk moth)	Metazoa	550	39
P29701	Ovis aries (Sheep)	Metazoa	364	15
P31418	Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	Metazoa	166	22
P31419	Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	Metazoa	161	20
P31420	Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	Metazoa	274	18
P31608	Sagittaria sagittifolia (Arrowhead)	Plants	181	24
P32947	Diutina rugosa (Yeast) (Candida rugosa)	Fungi	549	15
P33575	Petromyzon marinus (Sea lamprey)	Metazoa	139	19
P33577	Petromyzon marinus (Sea lamprey)	Metazoa	119	19
P33679	Zea mays (Maize)	Plants	227	20
P34170	Bombyx mori (Silk moth)	Metazoa	160	20
P34171	Bombyx mori (Silk moth)	Metazoa	164	18
P34174	Bombyx mori (Silk moth)	Metazoa	164	22
P34754	Aspergillus niger	Fungi	479	19
P34951	Hordeum vulgare (Barley)	Plants	143	24
P35334	Phaseolus vulgaris (Kidney bean) (French bean)	Plants	342	29
P35481	Cyprinus carpio (Common carp)	Metazoa	129	18
P35501	Myzus persicae (Green peach aphid) (Aphis persicae)	Metazoa	552	23
P35502	Myzus persicae (Green peach aphid) (Aphis persicae)	Metazoa	564	23
P35578	Zootoca vivipara (Common lizard) (Lacerta vivipara)	Metazoa	172	21
P35759	Polistes exclamans (Paper wasp)	Metazoa	226	21
P35775	Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri)	Metazoa	138	19
P35777	Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri)	Metazoa	137	19
P35784	Vespula germanica (German yellow jacket) (Paravespula germanica)	Metazoa	227	23
P35785	Vespula pensylvanica (Western yellow jacket) (Wasp)	Metazoa	227	23
P37109	Sus scrofa (Pig)	Metazoa	86	26
P38029	Equus caballus (Horse)	Metazoa	421	24
P39037	Sus scrofa (Pig)	Metazoa	232	15
P39873	Bos taurus (Bovine)	Metazoa	167	26
P41547	Canis lupus familiaris (Dog) (Canis familiaris)	Metazoa	130	25
P42254	Aspergillus niger	Fungi	628	25
P42255	Aspergillus niger	Fungi	499	18
P42256	Aspergillus niger	Fungi	321	19
P42889	Myocastor coypus (Coypu) (Mus coypus)	Metazoa	111	17
P43077	Candida albicans (Yeast)	Fungi	562	22
P43306	Clarias gariepinus (North African catfish) (Silurus gariepinus)	Metazoa	86	24
P45696	Androctonus australis (Sahara scorpion)	Metazoa	59	22
P46169	Bos taurus (Bovine)	Metazoa	60	22
P47796	Gadus morhua (Atlantic cod)	Metazoa	263	18
P48816	Bombyx mori (Silk moth)	Metazoa	137	18
P48842	Aspergillus aculeatus	Fungi	350	16
P49125	Latrodectus tredecimguttatus (Mediterranean black widow spider) (Latrodectus mactans tredecimguttatus)	Metazoa	88	18
P50694	Prunus avium (Cherry) (Cerasus avium)	Plants	245	23
P51919	Sparus aurata (Gilthead sea bream)	Metazoa	95	25
P55057	Oryctolagus cuniculus (Rabbit)	Metazoa	124	27
P55319	Locusta migratoria (Migratory locust)	Metazoa	63	22
P55320	Homarus americanus (American lobster)	Metazoa	112	31
P55847	Penaeus japonicus (Kuruma prawn) (Marsupenaeus japonicus)	Metazoa	105	28
P55955	Caenorhabditis elegans	Metazoa	132	19
P56611	Tityus bahiensis (Brazilian scorpion)	Metazoa	84	20
P56626	Trichosanthes anguina (Snake gourd)	Plants	294	19
P58823	Phaseolus vulgaris (Kidney bean) (French bean)	Plants	342	29
P58912	Phyllodiscus semoni (Night anemone)	Metazoa	488	21
P59899	Centruroides limpidus (Mexican scorpion)	Metazoa	87	19
P60302	Naja sputatrix (Malayan spitting cobra) (Naja naja sputatrix)	Metazoa	81	21
P60303	Naja kaouthia (Monocled cobra) (Naja siamensis)	Metazoa	81	21
P60771	Naja kaouthia (Monocled cobra) (Naja siamensis)	Metazoa	83	21
P62928	Pisum sativum (Garden pea) (Lathyrus oleraceus)	Plants	130	26
P62931	Pisum sativum (Garden pea) (Lathyrus oleraceus)	Plants	130	26
P67788	Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	Metazoa	65	19
P68248	Gallus gallus (Chicken)	Metazoa	80	25
P68416	Hydrophis hardwickii (Hardwick's spine-bellied seasnake) (Lapemis hardwickii)	Metazoa	81	21
P69770	Conus marmoreus (Marble cone)	Metazoa	94	25
P80090	Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	Metazoa	122	29
P80391	Meleagris gallopavo (Wild turkey)	Metazoa	65	25
P80392	Meleagris gallopavo (Wild turkey)	Metazoa	64	28
P80686	Tenebrio molitor (Yellow mealworm beetle)	Metazoa	211	16
P80915	Macadamia integrifolia (Macadamia nut)	Plants	102	26
P80961	Myoxocephalus octodecemspinosus (Longhorn sculpin) (Cottus octodecemspinosus)	Metazoa	128	20
P80964	Sus scrofa (Pig)	Metazoa	130	25
P81025	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	Metazoa	113	24
P81295	Juniperus ashei (Ozark white cedar)	Plants	225	26
P81370	Actinidia deliciosa (Kiwi)	Plants	225	24
P81417	Aedes albopictus (Asian tiger mosquito) (Stegomyia albopicta)	Metazoa	59	23
P81418	Phytolacca americana (American pokeweed) (Phytolacca decandra)	Plants	65	27
P81492	Hirudinaria manillensis (Asian medical leech) (Poecilobdella manillensis)	Metazoa	84	20
P81511	Hirudo medicinalis (Medicinal leech)	Metazoa	81	15
P81623	Bos taurus (Bovine)	Metazoa	258	29
P81656	Polistes dominula (European paper wasp) (Vespa dominula)	Metazoa	227	21
P81941	Pseudopleuronectes americanus (Winter flounder) (Pleuronectes americanus)	Metazoa	68	22
P81999	Canis lupus familiaris (Dog) (Canis familiaris)	Metazoa	358	22
P82007	Helianthus annuus (Common sunflower)	Plants	116	26
P82102	Mytilus galloprovincialis (Mediterranean mussel)	Metazoa	96	20
P82103	Mytilus galloprovincialis (Mediterranean mussel)	Metazoa	96	20
P82143	Gloydius brevicaudus siniticus (Chinese mamushi) (Agkistrodon blomhoffii siniticus)	Metazoa	200	19
P82144	Gloydius brevicaudus siniticus (Chinese mamushi) (Agkistrodon blomhoffii siniticus)	Metazoa	200	19
P82187	Equus caballus (Horse)	Metazoa	185	20
P82818	Bombyx mori (Silk moth)	Metazoa	66	24
P82900	Triticum aestivum (Wheat)	Plants	96	29
P82943	Bos taurus (Bovine)	Metazoa	92	21
P83234	Ophiophagus hannah (King cobra) (Naja hannah)	Metazoa	190	20
P83472	Lumbricus terrestris (Common earthworm)	Metazoa	86	22
P83508	Cavia porcellus (Guinea pig)	Metazoa	170	16
P83618	Panax ginseng (Korean ginseng)	Plants	238	23
P83632	Galleria mellonella (Greater wax moth)	Metazoa	236	17
P83880	Pinus monticola (Western white pine) (Strobus monticola)	Plants	105	26
P83958	Actinidia chinensis var. chinensis (Chinese soft-hair kiwi)	Plants	225	24
P84296	Chironomus thummi thummi (Midge)	Metazoa	161	16
P84298	Chironomus thummi thummi (Midge)	Metazoa	161	16
P84685	Tityus obscurus (Amazonian scorpion) (Tityus cambridgei)	Metazoa	85	20
P84688	Tityus obscurus (Amazonian scorpion) (Tityus cambridgei)	Metazoa	84	20
P84805	Naja kaouthia (Monocled cobra) (Naja siamensis)	Metazoa	239	18
P85204	Actinidia chinensis var. chinensis (Chinese soft-hair kiwi)	Plants	114	25
P85840	Tityus serrulatus (Brazilian yellow scorpion)	Metazoa	416	24
P86009	Dromaius novaehollandiae (Emu)	Metazoa	238	17
P86473	Actinidia chinensis var. chinensis (Chinese soft-hair kiwi)	Plants	322	21
P86797	Cupiennius salei (American wandering spider)	Metazoa	142	19
P86870	Vespa magnifica (Hornet)	Metazoa	225	23
P86929	Metaphire guillelmi (Earthworm) (Pheretima guillelmi)	Metazoa	73	14
P91627	Drosophila miranda (Fruit fly)	Metazoa	138	16
P91745	Lucilia cuprina (Green bottle fly) (Australian sheep blowfly)	Metazoa	375	20
P97515	Meriones unguiculatus (Mongolian jird) (Gerbillus unguiculatus)	Metazoa	348	18
P98184	Bryonia dioica (Red bryony) (Bryonia cretica subsp. dioica)	Plants	282	21
Q00802	Bombyx mori (Silk moth)	Metazoa	256	17
Q00855	Dermatophagoides farinae (American house dust mite)	Metazoa	146	17
Q00945	Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	Metazoa	155	26
Q01528	Limulus polyphemus (Atlantic horseshoe crab)	Metazoa	172	19
Q01584	Rhinella marina (Cane toad) (Bufo marinus)	Metazoa	183	20
Q02126	Hordeum vulgare (Barley)	Plants	330	25
Q02942	Blaberus discoidalis (Tropical cockroach)	Metazoa	726	16
Q02988	Pleurodeles waltl (Iberian ribbed newt)	Metazoa	172	20
Q03044	Didelphis virginiana (North American opossum) (Didelphis marsupialis virginiana)	Metazoa	410	21
Q03383	Bombyx mori (Silk moth)	Metazoa	400	16
Q03472	Sus scrofa (Pig)	Metazoa	202	28
Q04672	Glycine max (Soybean) (Glycine hispida)	Plants	524	29
Q04791	Anas platyrhynchos (Mallard) (Anas boschas)	Metazoa	557	25
Q06153	Ophiostoma ulmi (Dutch elm disease fungus)	Fungi	100	25
Q06575	Tamias sibiricus (Siberian chipmunk) (Eutamias sibiricus)	Metazoa	196	23
Q06576	Tamias sibiricus (Siberian chipmunk) (Eutamias sibiricus)	Metazoa	215	28
Q06577	Tamias sibiricus (Siberian chipmunk) (Eutamias sibiricus)	Metazoa	215	30
Q06K53	Phlebotomus duboscqi (Sandfly)	Metazoa	399	18
Q06K61	Phlebotomus duboscqi (Sandfly)	Metazoa	516	20
Q06K97	Phlebotomus duboscqi (Sandfly)	Metazoa	395	18
Q06KA2	Phlebotomus duboscqi (Sandfly)	Metazoa	249	19
Q06KA5	Phlebotomus duboscqi (Sandfly)	Metazoa	142	20
Q07558	Hirudinaria manillensis (Asian medical leech) (Poecilobdella manillensis)	Metazoa	84	20
Q07831	Entamoeba histolytica	Other	97	20
Q08738	Bombyx mori (Silk moth)	Metazoa	239	16
Q09022	Xenopus laevis (African clawed frog)	Metazoa	84	18
Q09117	Populus deltoides (Eastern poplar) (Eastern cottonwood)	Plants	312	24
Q0IQK9	Oryza sativa subsp. japonica (Rice)	Plants	116	25
Q0ZSU5	Phlebotomus argentipes (Phlebotomine sand fly)	Metazoa	398	18
Q10ST8	Oryza sativa subsp. japonica (Rice)	Plants	96	27
Q17043	Aplysia kurodai (Kuroda's sea hare)	Metazoa	556	19
Q17128	Blaberus discoidalis (Tropical cockroach)	Metazoa	72	21
Q1ZYQ8	Zea mays (Maize)	Plants	270	31
Q20224	Caenorhabditis elegans	Metazoa	161	19
Q24824	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	96	19
Q24825	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	101	24
Q25055	Holotrichia diomphalia (Korean black chafer)	Metazoa	104	20
Q25154	Homarus americanus (American lobster)	Metazoa	134	24
Q25255	Lucilia cuprina (Green bottle fly) (Australian sheep blowfly)	Metazoa	356	23
Q25588	Faxonius limosus (Spinycheek crayfish) (Orconectes limosus)	Metazoa	135	26
Q25589	Faxonius limosus (Spinycheek crayfish) (Orconectes limosus)	Metazoa	135	26
Q26239	Rhodnius prolixus (Triatomid bug)	Metazoa	207	23
Q26427	Galleria mellonella (Greater wax moth)	Metazoa	267	16
Q26643	Sarcophaga peregrina (Flesh fly) (Boettcherisca peregrina)	Metazoa	629	21
Q27270	Tenebrio molitor (Yellow mealworm beetle)	Metazoa	96	18
Q27441	Aplysia californica (California sea hare)	Metazoa	92	21
Q27967	Bos taurus (Bovine)	Metazoa	203	23
Q28085	Bos taurus (Bovine)	Metazoa	1236	18
Q28388	Equus caballus (Horse)	Metazoa	180	18
Q28631	Oryctolagus cuniculus (Rabbit)	Metazoa	123	28
Q29143	Trichosurus vulpecula (Brush-tailed possum)	Metazoa	102	20
Q29616	Macropus giganteus (Eastern gray kangaroo)	Metazoa	149	22
Q29W25	Crocus sativus (Saffron crocus)	Plants	168	26
Q2KJF1	Bos taurus (Bovine)	Metazoa	503	21
Q30HU9	Crassostrea virginica (Eastern oyster)	Metazoa	90	19
Q38L02	Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	Metazoa	154	23
Q39688	Daucus carota (Wild carrot)	Plants	389	24
Q3YJT5	Solanum tuberosum (Potato)	Plants	387	23
Q40975	Papaver rhoeas (Common poppy)	Plants	139	19
Q41015	Pisum sativum (Garden pea) (Lathyrus oleraceus)	Plants	217	26
Q41159	Robinia pseudoacacia (Black locust)	Plants	285	31
Q42372	Robinia pseudoacacia (Black locust)	Plants	286	31
Q42502	Solanum tuberosum (Potato)	Plants	386	23
Q42656	Coffea arabica (Arabian coffee)	Plants	378	15
Q43413	Capsicum annuum (Capsicum pepper)	Plants	75	27
Q43418	Colocasia esculenta (Wild taro) (Arum esculentum)	Plants	229	23
Q43767	Hordeum vulgare (Barley)	Plants	115	25
Q43871	Hordeum vulgare (Barley)	Plants	115	25
Q4WZ11	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	Fungi	87	19
Q50KB1	Emiliania huxleyi (Coccolithophore) (Pontosphaera huxleyi)	Other	223	17
Q53B47	Ophiophagus hannah (King cobra) (Naja hannah)	Metazoa	78	21
Q53B52	Ophiophagus hannah (King cobra) (Naja hannah)	Metazoa	78	21
Q53B59	Ophiophagus hannah (King cobra) (Naja hannah)	Metazoa	91	21
Q56S59	Nicotiana tabacum (Common tobacco)	Plants	150	23
Q589G4	Anoplius samariensis (Solitary wasp)	Metazoa	75	17
Q5D710	Scylla serrata (Mud crab)	Metazoa	126	24
Q5F0I3	Gynostemma pentaphyllum (Jiaogulan) (Sweet tea vine)	Plants	300	23
Q5FZI5	Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	Metazoa	144	23
Q5FZI6	Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	Metazoa	156	23
Q5G8A6	Tityus costatus (Brazilian scorpion)	Metazoa	87	19
Q5GQ85	Argas reflexus (European pigeon tick)	Metazoa	159	16
Q5K0E0	Androctonus amoreuxi (African fattail scorpion) (Scorpio amoreuxi)	Metazoa	59	22
Q5MIW7	Aedes albopictus (Asian tiger mosquito) (Stegomyia albopicta)	Metazoa	332	21
Q5UFR8	Hydrophis peronii (Spiny-headed seasnake) (Acalyptophis peronii)	Metazoa	81	21
Q5W280	Bombina orientalis (Oriental fire-bellied toad)	Metazoa	96	19
Q5WPZ4	Lutzomyia longipalpis (Sand fly)	Metazoa	115	22
Q60477	Cavia porcellus (Guinea pig)	Metazoa	244	21
Q64HC7	Armadillidium vulgare (Common pill woodlouse) (Armadillo vulgare)	Metazoa	73	19
Q653V7	Oryza sativa subsp. japonica (Rice)	Plants	885	33
Q696W1	Macrovipera lebetinus (Levantine viper) (Vipera lebetina)	Metazoa	158	23
Q6ASY2	Oryza sativa subsp. japonica (Rice)	Plants	178	26
Q6F4C6	Pinctada fucata (Akoya pearl oyster) (Pinctada imbricata fucata)	Metazoa	121	16
Q6IV20	Gallus gallus (Chicken)	Metazoa	104	22
Q6IY74	Oryctolagus cuniculus (Rabbit)	Metazoa	141	18
Q6T6C1	Theromyzon tessulatum (Duck leech)	Metazoa	107	21
Q6T6C2	Theromyzon tessulatum (Duck leech)	Metazoa	97	22
Q6T6S5	Bitis gabonica (Gaboon adder) (Gaboon viper)	Metazoa	90	24
Q6T6T4	Bitis gabonica (Gaboon adder) (Gaboon viper)	Metazoa	140	26
Q6T6T5	Bitis gabonica (Gaboon adder) (Gaboon viper)	Metazoa	90	24
Q6TPH0	Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	Metazoa	158	23
Q6UW01	Homo sapiens (Human)	Metazoa	205	32
Q6UW10	Homo sapiens (Human)	Metazoa	78	19
Q6UWE3	Homo sapiens (Human)	Metazoa	100	21
Q6UWI4	Homo sapiens (Human)	Metazoa	295	33
Q6UWJ8	Homo sapiens (Human)	Metazoa	174	29
Q6UWN8	Homo sapiens (Human)	Metazoa	80	23
Q6UWY5	Homo sapiens (Human)	Metazoa	402	28
Q6UX52	Homo sapiens (Human)	Metazoa	265	20
Q6UXB1	Homo sapiens (Human)	Metazoa	125	24
Q6X5T3	Bitis arietans (African puff adder)	Metazoa	152	23
Q6XE38	Homo sapiens (Human)	Metazoa	83	21
Q6YZY5	Oryza sativa subsp. japonica (Rice)	Plants	224	22
Q6Z232	Oryza sativa subsp. japonica (Rice)	Plants	146	42
Q70SU7	Salvelinus alpinus (Arctic char) (Salmo alpinus)	Metazoa	342	19
Q765P3	Holotrichia diomphalia (Korean black chafer)	Metazoa	187	19
Q765P4	Holotrichia diomphalia (Korean black chafer)	Metazoa	197	23
Q78CF9	Notechis ater (Black tiger snake)	Metazoa	200	19
Q7JZV0	Drosophila melanogaster (Fruit fly)	Metazoa	117	16
Q7M4T0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	480	17
Q7T2I5	Laticauda semifasciata (Black-banded sea krait) (Pseudolaticauda semifasciata)	Metazoa	83	21
Q7T2Q6	Bungarus flaviceps flaviceps (Red-headed krait)	Metazoa	83	24
Q7YT16	Musca domestica (House fly)	Metazoa	141	19
Q7Z0H4	Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	Metazoa	55	23
Q7Z0T3	Aplysia californica (California sea hare)	Metazoa	125	22
Q7Z5L0	Homo sapiens (Human)	Metazoa	202	24
Q7ZT98	Ophiophagus hannah (King cobra) (Naja hannah)	Metazoa	239	18
Q7ZTA0	Agkistrodon piscivorus piscivorus (Eastern cottonmouth)	Metazoa	240	19
Q7ZZN8	Naja atra (Chinese cobra)	Metazoa	238	19
Q867W1	Procambarus clarkii (Red swamp crayfish) (Cambarus clarkii)	Metazoa	76	27
Q86R84	Dermatophagoides farinae (American house dust mite)	Metazoa	462	25
Q86SD9	Androctonus amoreuxi (African fattail scorpion) (Scorpio amoreuxi)	Metazoa	86	19
Q86SE0	Androctonus amoreuxi (African fattail scorpion) (Scorpio amoreuxi)	Metazoa	86	20
Q86SE1	Androctonus amoreuxi (African fattail scorpion) (Scorpio amoreuxi)	Metazoa	83	19
Q8AV97	Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	Metazoa	158	23
Q8AV98	Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	Metazoa	148	23
Q8H6Q0	Petunia hybrida (Petunia)	Plants	101	25
Q8HYA9	Sus scrofa (Pig)	Metazoa	185	20
Q8I7X1	Porcellio scaber (Common rough woodlouse) (Oniscus granulatus)	Metazoa	145	21
Q8I817	Aplysia californica (California sea hare)	Metazoa	88	19
Q8IFJ8	Scutigera coleoptrata (House centipede)	Metazoa	659	18
Q8J0D2	Geotrichum sp. (strain M128)	Fungi	812	23
Q8JFQ0	Bombina maxima (Giant fire-bellied toad) (Chinese red belly toad)	Metazoa	96	19
Q8JGT9	Rhabdophis tigrinus tigrinus (Tiger keelback snake)	Metazoa	237	18
Q8JI40	Gloydius blomhoffii (Mamushi) (Agkistrodon halys blomhoffi)	Metazoa	240	19
Q8JIW1	Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	Metazoa	146	23
Q8MI35	Sus scrofa (Pig)	Metazoa	152	32
Q8MJV4	Bos taurus (Bovine)	Metazoa	122	24
Q8MMG9	Pimpla hypochondriaca (Parasitoid wasp)	Metazoa	585	32
Q8MP00	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	Metazoa	90	27
Q8MUC5	Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	Metazoa	342	15
Q8MUP7	Ixodes scapularis (Black-legged tick) (Deer tick)	Metazoa	102	21
Q8MVA6	Ixodes scapularis (Black-legged tick) (Deer tick)	Metazoa	69	23
Q8RVH5	Glycine max (Soybean) (Glycine hispida)	Plants	433	24
Q8T0W2	Pimpla hypochondriaca (Parasitoid wasp)	Metazoa	203	19
Q8T0W4	Pimpla hypochondriaca (Parasitoid wasp)	Metazoa	77	23
Q8T4J9	Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	Metazoa	180	15
