accession	organism	kingdom	length	tm_in_first_90
Q0J2L7	Oryza sativa	Plants	358	False
Q0J8M2	Oryza sativa	Plants	139	False
Q0JD85	Oryza sativa	Plants	278	False
Q0JHU5	Oryza sativa	Plants	159	False
Q0JNB6	Oryza sativa	Plants	554	True
Q0WLC6	Arabidopsis	Plants	1089	False
Q0WMY5	Arabidopsis	Plants	952	False
Q0WMZ5	Arabidopsis	Plants	178	False
Q0WNZ5	Arabidopsis	Plants	812	False
Q10101	Schizosaccharomyces pombe	Fungi	195	False
Q10167	Schizosaccharomyces pombe	Fungi	73	False
Q10204	Schizosaccharomyces pombe	Fungi	250	False
Q10205	Schizosaccharomyces pombe	Fungi	270	False
Q10252	Schizosaccharomyces pombe	Fungi	358	True
Q10302	Schizosaccharomyces pombe	Fungi	646	False
Q10340	Schizosaccharomyces pombe	Fungi	515	False
Q10357	Schizosaccharomyces pombe	Fungi	297	False
Q10444	Schizosaccharomyces pombe	Fungi	570	True
Q10LF7	Oryza sativa	Plants	535	False
Q10M74	Oryza sativa	Plants	285	False
Q10MC0	Oryza sativa	Plants	628	False
Q12029	Saccharomyces cerevisiae	Fungi	327	False
Q12031	Saccharomyces cerevisiae	Fungi	575	False
Q12035	Saccharomyces cerevisiae	Fungi	217	False
Q12056	Saccharomyces cerevisiae	Fungi	156	False
Q12153	Saccharomyces cerevisiae	Fungi	453	False
Q12165	Saccharomyces cerevisiae	Fungi	160	False
Q12204	Saccharomyces cerevisiae	Fungi	715	False
Q12219	Saccharomyces cerevisiae	Fungi	294	False
Q12235	Saccharomyces cerevisiae	Fungi	531	True
Q12256	Saccharomyces cerevisiae	Fungi	659	False
Q12283	Saccharomyces cerevisiae	Fungi	360	False
Q12349	Saccharomyces cerevisiae	Fungi	124	False
Q12359	Saccharomyces cerevisiae	Fungi	275	True
Q12375	Saccharomyces cerevisiae	Fungi	292	True
Q12405	Saccharomyces cerevisiae	Fungi	387	False
Q12467	Saccharomyces cerevisiae	Fungi	430	False
Q12482	Saccharomyces cerevisiae	Fungi	902	False
Q12487	Saccharomyces cerevisiae	Fungi	163	False
Q12644	Neurospora crassa	Fungi	219	False
Q13304	Homo	Metazoa	367	True
Q13606	Homo	Metazoa	314	True
Q13607	Homo	Metazoa	317	True
Q14330	Homo	Metazoa	331	True
Q14AF1	Mus	Metazoa	189	True
Q14CX5	Homo	Metazoa	517	True
Q14FE9	Populus	Plants	475	False
Q15391	Homo	Metazoa	338	True
Q15612	Homo	Metazoa	314	True
Q15760	Homo	Metazoa	415	True
Q17577	Caenorhabditis	Metazoa	540	False
Q18090	Caenorhabditis	Metazoa	301	False
Q18297	Caenorhabditis	Metazoa	1211	False
Q18973	Caenorhabditis	Metazoa	225	False
Q18PF5	Takifugu	Metazoa	485	True
Q18PF6	Takifugu	Metazoa	458	True
Q197W8	Arabidopsis	Plants	473	False
Q19V64	Chlorokybus	Plants	475	False
Q1ACK0	Chara	Plants	475	False
Q1G3K8	Arabidopsis	Plants	216	False
Q1JV40	Ciona	Metazoa	342	False
Q1K528	Neurospora crassa	Fungi	82	True
Q1K602	Neurospora crassa	Fungi	367	False
Q1K8F6	Neurospora crassa	Fungi	712	False
Q1KVV0	Tetradesmus	Plants	475	False
Q1MTN7	Schizosaccharomyces pombe	Fungi	957	False
Q1PCQ8	Toxoplasma gondii	Other	427	True
Q1PDI2	Arabidopsis	Plants	487	False
Q1PE39	Arabidopsis	Plants	408	False
Q1PEP5	Arabidopsis	Plants	636	False
Q1PEX8	Arabidopsis	Plants	75	True
Q1RMW2	Bos	Metazoa	414	True
Q1XDF3	Pyropia	Other	566	False
Q1ZXQ0	Dictyostelium	Other	1019	False
Q20053	Caenorhabditis	Metazoa	301	False
Q20481	Caenorhabditis	Metazoa	287	False
Q20961	Caenorhabditis	Metazoa	342	True
Q20EX7	Oltmannsiellopsis	Plants	474	False
Q21154	Caenorhabditis	Metazoa	201	False
Q21455	Caenorhabditis	Metazoa	604	True
Q21629	Caenorhabditis	Metazoa	548	True
Q22100	Caenorhabditis	Metazoa	407	False
Q23500	Caenorhabditis	Metazoa	887	False
Q24439	melanogaster subgroup	Metazoa	209	False
Q27200	Tetrahymena	Other	294	False
Q28003	Bos	Metazoa	360	True
Q28030	Bos	Metazoa	290	True
Q28524	Macaca	Metazoa	418	True
Q28851	Bos	Metazoa	88	True
Q28852	Bos	Metazoa	103	False
Q28905	Ovis	Metazoa	362	True
Q29PU2	Arabidopsis	Plants	127	False
Q2HWH1	Oryza sativa	Plants	134	False
Q2KI51	Bos	Metazoa	670	False
Q2KIR7	Bos	Metazoa	295	False
Q2MIH9	Solanum	Plants	477	False
Q2QL34	Homo	Metazoa	196	True
Q2QLV9	Oryza sativa	Plants	398	False
Q2R1U8	Oryza sativa	Plants	886	False
Q2R3P9	Oryza sativa	Plants	303	True
Q2R435	Oryza sativa	Plants	416	True
Q2RAK2	Oryza sativa	Plants	527	False
Q2TAP0	Homo	Metazoa	167	False
Q2TPA8	Mus	Metazoa	490	False
Q2V2P4	Saccharomyces cerevisiae	Fungi	73	False
Q2V2P9	Saccharomyces cerevisiae	Fungi	66	True
Q31680	Angiopteris	Plants	475	False
Q31795	Anthoceros	Plants	475	False
Q31886	Bouvardia	Plants	475	False
Q32701	Notothixos	Plants	475	False
Q32KN2	Bos	Metazoa	196	False
Q32PI8	Bos	Metazoa	415	False
Q32Q92	Mus	Metazoa	419	False
Q32RQ1	Zygnema	Plants	475	False
Q32RY7	Staurastrum	Plants	475	False
Q33584	Lathraea	Plants	477	False
Q336R9	Oryza sativa	Plants	263	False
Q33C26	Nicotiana	Plants	477	False
Q35128	Neurospora crassa	Fungi	385	True
Q37192	Eupatorium	Plants	485	False
Q37304	Chlamydomonas	Plants	82	True
Q382V8	Trypanosoma brucei	Other	496	False
Q386F1	Trypanosoma brucei	Other	435	True
Q38799	Arabidopsis	Plants	363	False
Q38813	Arabidopsis	Plants	408	False
Q38853	Arabidopsis	Plants	182	False
Q38885	Arabidopsis	Plants	551	False
Q388N2	Trypanosoma brucei	Other	472	False
Q38946	Arabidopsis	Plants	411	False
Q38950	Arabidopsis	Plants	587	False
Q39056	Arabidopsis	Plants	270	False
Q39134	Arabidopsis	Plants	476	True
Q39194	Arabidopsis	Plants	133	False
Q39199	Arabidopsis	Plants	439	False
Q39222	Arabidopsis	Plants	216	False
Q39228	Arabidopsis	Plants	514	True
Q39548	Cucurbita	Plants	789	False
Q3BAN4	Phalaenopsis aphrodite	Plants	480	False
Q3C1J4	Nicotiana	Plants	477	False
Q3E705	Saccharomyces cerevisiae	Fungi	233	False
Q3E785	Saccharomyces cerevisiae	Fungi	79	False
Q3E7B2	Saccharomyces cerevisiae	Fungi	85	True
Q3E9A0	Arabidopsis	Plants	517	False
Q3ED65	Arabidopsis	Plants	261	False
Q3MHY7	Bos	Metazoa	262	False
Q3TUL7	Mus	Metazoa	519	False
Q3TY86	Mus	Metazoa	605	False
Q3UG50	Mus	Metazoa	352	True
Q3UIU2	Mus	Metazoa	128	True
Q3UVY1	Mus	Metazoa	732	True
Q3V526	Acorus	Plants	480	False
Q3ZBU2	Bos	Metazoa	106	True
Q3ZCG2	Bos	Metazoa	109	True
Q3ZJ74	Tupiella	Plants	475	False
Q402E1	Lilium	Plants	136	False
Q40424	Narcissus	Plants	503	False
Q40687	Oryza sativa	Plants	380	False
Q41062	Lathyrus	Plants	1011	False
Q41387	Spinacia	Plants	137	False
Q41651	Vicia	Plants	248	False
Q41738	Zea	Plants	354	False
Q41739	Zea	Plants	354	False
Q41932	Arabidopsis	Plants	230	False
Q42191	Arabidopsis	Plants	429	False
Q42377	Arabidopsis	Plants	85	False
Q42496	Chlamydomonas	Plants	99	True
Q42577	Arabidopsis	Plants	218	False
Q42592	Arabidopsis	Plants	372	False
Q42599	Arabidopsis	Plants	222	False
Q42736	Flaveria	Plants	956	False
Q42777	Glycine subgen. Soja	Plants	731	False
Q42843	Hordeum	Plants	527	False
Q42884	Solanum subgen. Lycopersicon	Plants	440	False
Q42885	Solanum subgen. Lycopersicon	Plants	431	False
Q42910	Mesembryanthemum subgen. Cryophytum	Plants	949	False
Q42965	Nicotiana	Plants	349	False
Q42968	Oryza	Plants	609	False
Q43036	Plumbago	Plants	475	False
Q43092	Lathyrus	Plants	603	False
Q43117	Ricinus	Plants	583	False
Q43307	Arabidopsis	Plants	459	False
Q43503	Solanum subgen. Lycopersicon	Plants	500	False
Q49CC1	Cuscuta sect. Cleistogrammica	Plants	481	False
Q49KZ0	Eucalyptus globulus	Plants	475	False
Q49SQ1	Homo	Metazoa	333	True
Q49SQ3	Pan	Metazoa	333	True
Q4E657	Trypanosoma cruzi	Other	485	False
Q4FZU9	Rattus	Metazoa	463	True
Q4JG17	Penaeus	Metazoa	703	False
Q4P333	Mycosarcoma	Fungi	1273	True
Q4PJT6	Rattus	Metazoa	205	False
Q4QQS1	Rattus	Metazoa	425	True
Q4QQW3	Rattus	Metazoa	467	False
Q4R532	Macaca	Metazoa	258	False
Q4U2R6	Homo	Metazoa	128	False
Q4V5R4	melanogaster subgroup	Metazoa	460	True
Q4WF54	Aspergillus fumigatus	Fungi	270	False
Q4WGS5	Aspergillus fumigatus	Fungi	577	True
Q4WLA8	Aspergillus fumigatus	Fungi	433	False
Q4WXF4	Aspergillus fumigatus	Fungi	471	False
Q4WYE4	Aspergillus fumigatus	Fungi	1254	False
Q4X024	Aspergillus fumigatus	Fungi	271	False
Q4ZGE1	Schizosaccharomyces pombe	Fungi	61	True
Q500X4	melanogaster subgroup	Metazoa	527	False
Q50EK2	Pinus subgen. Pinus	Plants	850	False
Q50KZ9	Homo	Metazoa	303	True
Q54Q99	Dictyostelium	Other	483	False
Q54RD6	Dictyostelium	Other	312	False
Q54SM3	Dictyostelium	Other	179	False
Q55F21	Dictyostelium	Other	426	False
Q567V2	Homo	Metazoa	206	True
Q56XE8	Arabidopsis	Plants	502	True
Q57VB1	Trypanosoma brucei	Other	475	False
Q57W97	Trypanosoma brucei	Other	361	False
Q57YD9	Trypanosoma brucei	Other	172	False
Q57YZ9	Trypanosoma brucei	Other	306	False
Q584U2	Trypanosoma brucei	Other	267	False
Q587E3	Trypanosoma brucei	Other	735	False
Q58DH2	Bos	Metazoa	416	True
Q59NP1	Candida albicans	Fungi	251	True
Q59UQ7	Candida albicans	Fungi	411	True
Q59WB3	Candida albicans	Fungi	607	False
Q59XM0	Candida albicans	Fungi	697	False
Q59YT1	Candida albicans	Fungi	504	True
Q5A6P6	Candida albicans	Fungi	509	True
Q5ANE3	Candida albicans	Fungi	170	True
Q5B2V8	Emericella nidulans	Fungi	259	False
Q5DT37	Rattus	Metazoa	247	True
Q5DT39	Rattus	Metazoa	243	True
Q5E930	Arabidopsis	Plants	385	True
Q5EAH9	Arabidopsis	Plants	578	False
Q5F259	Mus	Metazoa	626	False
Q5F3B1	Gallus	Metazoa	591	False
Q5F4K8	Pinus subgen. Pinus	Plants	492	False
Q5HYI7	Homo	Metazoa	312	False
Q5I0X4	Homo	Metazoa	101	False
Q5IS53	Pan	Metazoa	532	True
Q5IS98	Saimiri boliviensis	Metazoa	532	True
Q5IZC8	Arabidopsis	Plants	396	True
Q5JK32	Oryza sativa	Plants	781	True
Q5NCM1	Mus	Metazoa	492	False
Q5NCS9	Mus	Metazoa	454	True
Q5ND52	Mus	Metazoa	418	False
Q5PQQ5	Rattus	Metazoa	459	False
Q5PT50	Rattus	Metazoa	340	True
Q5QD06	Mus	Metazoa	344	True
Q5R949	Pongo	Metazoa	460	True
Q5RA10	Pongo	Metazoa	737	False
Q5SV85	Mus	Metazoa	1306	False
Q5SWT3	Mus	Metazoa	300	True
Q5SWY8	Mus	Metazoa	596	True
Q5SZA1	Mus	Metazoa	478	False
Q5T653	Homo	Metazoa	305	False
Q5TYM5	Homo	Metazoa	149	False
Q5U458	Mus	Metazoa	559	False
Q5VNN5	Oryza sativa	Plants	269	False
Q5VRD7	Oryza sativa	Plants	53	True
Q5VSB5	Oryza sativa	Plants	55	True
Q5XF06	Arabidopsis	Plants	469	False
Q5XF80	Arabidopsis	Plants	391	False
Q5XG73	Mus	Metazoa	508	False
Q5YLB4	Nicotiana	Plants	731	False
Q5YLB5	Nicotiana	Plants	935	False
Q5Z5B7	Oryza sativa	Plants	420	False
Q5ZIS0	Gallus	Metazoa	157	True
Q60465	Cricetulus	Metazoa	590	False
Q60484	Cavia	Metazoa	376	True
Q60EC2	Oryza sativa	Plants	261	True
Q60EN8	Oryza sativa	Plants	151	True
Q60EW9	Oryza sativa	Plants	774	False
Q60F88	Takakia	Plants	341	False
Q61041	Mus	Metazoa	375	True
Q61121	Mus	Metazoa	415	True
Q61133	Mus	Metazoa	244	False
Q61212	Mus	Metazoa	371	True
Q63054	Rattus	Metazoa	480	False
Q63447	Rattus	Metazoa	375	True
Q652K1	Oryza sativa	Plants	274	False
Q653T6	Oryza sativa	Plants	430	False
Q688T8	Oryza sativa	Plants	519	False
Q68DU8	Homo	Metazoa	428	False
Q68FR2	Rattus	Metazoa	507	False
Q68FX6	Rattus	Metazoa	390	False
Q68RZ8	Panax	Plants	478	False
Q69P94	Oryza sativa	Plants	232	False
Q69RJ0	Oryza sativa	Plants	1615	False
Q69T99	Oryza sativa	Plants	500	False
Q69XJ4	Oryza sativa	Plants	289	False
Q69YU5	Homo	Metazoa	71	True
Q6A058	Mus	Metazoa	784	True
Q6A2H1	Gorilla gorilla	Metazoa	535	False
Q6AHP8	Caenorhabditis	Metazoa	151	False
Q6ATB4	Oryza sativa	Plants	583	False
Q6AVT2	Oryza sativa	Plants	511	False
Q6AXW7	Rattus	Metazoa	204	False
Q6AYQ3	Rattus	Metazoa	472	False
Q6C8F0	Yarrowia lipolytica	Fungi	673	True
Q6CE48	Yarrowia lipolytica	Fungi	312	False
Q6DFQ7	Silurana	Metazoa	342	True
Q6DQL1	Solanum subgen. Lycopersicon	Plants	337	False
Q6DWJ6	Homo	Metazoa	353	True
Q6EI12	Zea	Plants	402	False
Q6EN45	Oryza sativa	Plants	363	False
Q6ENG6	Oryza	Plants	477	False
Q6ENV5	Saccharum officinarum species complex	Plants	476	False
Q6EPN6	Oryza sativa	Plants	222	False
Q6F2Y7	Oryza sativa	Plants	912	False
Q6F3B4	Oryza sativa	Plants	330	False
Q6FJH4	Candida glabrata	Fungi	542	True
Q6FNQ2	Candida glabrata	Fungi	592	False
Q6FNY1	Candida glabrata	Fungi	597	False
Q6FQ03	Candida glabrata	Fungi	630	False
Q6FRT5	Candida glabrata	Fungi	589	False
Q6FRT6	Candida glabrata	Fungi	557	False
Q6FSQ7	Candida glabrata	Fungi	583	True
Q6FTB1	Candida glabrata	Fungi	567	False
Q6FV98	Candida glabrata	Fungi	577	False
Q6GKV1	Arabidopsis	Plants	324	False
Q6IMB1	Mus	Metazoa	242	False
Q6IPR1	Homo	Metazoa	90	False
Q6K1E7	Mus	Metazoa	370	False
Q6K9T0	Oryza sativa	Plants	131	False
Q6L391	unclassified Saccharum	Plants	476	False
Q6L568	Oryza sativa	Plants	237	True
Q6NLC1	Arabidopsis	Plants	706	True
Q6NLQ7	Arabidopsis	Plants	476	False
Q6NLT8	Arabidopsis	Plants	168	False
Q6NN03	Arabidopsis	Plants	63	True
Q6NPF9	Arabidopsis	Plants	172	False
Q6NSR3	Mus	Metazoa	617	False
Q6NWK2	Danio	Metazoa	436	False
Q6P1L8	Homo	Metazoa	145	False
Q6P4A7	Homo	Metazoa	337	False
Q6P9H5	Homo	Metazoa	292	False
Q6PB70	Mus	Metazoa	1060	False
Q6PBM1	Danio	Metazoa	155	False
Q6PBT5	Danio	Metazoa	490	False
Q6PCP7	Mus	Metazoa	798	True
Q6PCZ4	Mus	Metazoa	918	False
Q6PFQ7	Mus	Metazoa	802	False
Q6PG16	Mus	Metazoa	667	False
Q6PIX9	Mus	Metazoa	558	False
Q6Q560	Saccharomyces cerevisiae	Fungi	94	False
Q6RWA9	Taenia	Metazoa	1014	False
Q6TAS3	Solanum subgen. Lycopersicon	Plants	902	False
Q6UEF0	Aspergillus parasiticus	Fungi	444	False
Q6UPE0	Rattus	Metazoa	599	False
Q6VB83	Cavia	Metazoa	365	True
Q6X632	Mus	Metazoa	540	True
Q6YSY5	Oryza sativa	Plants	357	False
Q6Z2T3	Oryza sativa	Plants	298	True
Q6Z2T8	Oryza sativa	Plants	694	False
Q6Z6M4	Oryza sativa	Plants	572	False
Q6Z955	Oryza sativa	Plants	518	False
Q6ZG85	Oryza sativa	Plants	545	True
Q6ZH94	Oryza sativa	Plants	595	False
Q6ZPK7	Mus	Metazoa	905	False
Q6ZVX9	Homo	Metazoa	377	True
Q6ZXT4	Trypanosoma brucei	Other	321	True
Q70XZ5	Amborella	Plants	475	False
Q717R9	Homo	Metazoa	158	False
Q71U34	Saguinus	Metazoa	646	False
Q75JL2	Dictyostelium	Other	452	False
Q75KU4	Oryza sativa	Plants	210	False
Q75LJ4	Oryza sativa	Plants	656	False
Q75N62	Mus	Metazoa	688	False
Q75W17	Viburnum	Plants	538	False
Q75W84	Eisenia	Metazoa	420	True
Q76LB1	Triticum	Plants	459	True
Q76M99	Rattus	Metazoa	551	True
Q76MS7	Gorilla gorilla	Metazoa	359	True
Q76MT4	Rattus	Metazoa	842	False
Q7GCL7	Oryza sativa	Plants	489	False
Q7GDW5	Fagopyrum esculentum	Plants	475	False
Q7GUD0	Pinus subgen. Strobus	Plants	475	False
Q7K556	melanogaster subgroup	Metazoa	475	False
Q7K5K3	melanogaster subgroup	Metazoa	365	False
Q7K5K9	melanogaster subgroup	Metazoa	534	False
Q7LDI9	Homo	Metazoa	666	False
Q7PIR5	gambiae species complex	Metazoa	793	False
Q7RY61	Neurospora crassa	Fungi	424	False
Q7S5M7	Neurospora crassa	Fungi	64	True
Q7S5N8	Neurospora crassa	Fungi	546	False
Q7SBA0	Neurospora crassa	Fungi	257	False
Q7SG02	Neurospora crassa	Fungi	457	False
Q7SIF9	Agarophyton	Other	177	False
Q7SY10	Danio	Metazoa	484	False
Q7TMF3	Mus	Metazoa	145	False
Q7TQP3	Mus	Metazoa	335	True
Q7TSN5	Rattus	Metazoa	421	True
Q7TSY2	Rattus	Metazoa	247	True
Q7XA78	Arabidopsis	Plants	264	False
Q7XA83	Arabidopsis	Plants	423	False
Q7XA87	Arabidopsis	Plants	308	True
Q7XBS0	Oryza sativa	Plants	721	True
Q7XBY6	Oryza sativa	Plants	212	False
Q7XE48	Oryza sativa	Plants	749	False
Q7XIE2	Oryza sativa	Plants	303	False
Q7XII4	Oryza sativa	Plants	316	False
Q7XR46	Oryza sativa	Plants	487	False
Q7XR83	Oryza sativa	Plants	333	False
Q7XS69	Oryza sativa	Plants	390	False
Q7XYS8	Artemisia	Plants	394	False
Q7Y211	Arabidopsis	Plants	890	False
Q7YJW4	Calycanthus floridus	Plants	475	False
Q7YR75	Bos	Metazoa	198	False
Q7YRU6	Oryctolagus	Metazoa	1106	False
Q7YUD6	Laverania	Other	669	True
Q7Z2W9	Homo	Metazoa	205	False
Q7Z3T1	Homo	Metazoa	314	True
Q7Z5H4	Homo	Metazoa	357	True
Q7Z5H5	Homo	Metazoa	301	True
Q7Z7F7	Homo	Metazoa	128	False
Q7Z7K0	Homo	Metazoa	106	False
Q7ZW98	Danio	Metazoa	436	False
Q80T22	Rattus	Metazoa	484	True
Q80T79	Mus	Metazoa	3707	True
Q80UC8	Mus	Metazoa	345	True
Q80VL0	Rattus	Metazoa	406	False
Q80VL3	Mus	Metazoa	624	False
Q80Z96	Mus	Metazoa	526	False
Q80ZI2	Mus	Metazoa	223	False
Q80ZW0	Mus	Metazoa	539	False
Q810F1	Cavia	Metazoa	705	True
Q810W6	Mus	Metazoa	351	True
Q810Y4	Rattus	Metazoa	532	True
Q811I0	Mus	Metazoa	324	False
Q84JL2	Arabidopsis	Plants	472	False
Q84JL7	Arabidopsis	Plants	330	False
Q84K35	Arabidopsis	Plants	330	False
Q84LB6	Solanum subgen. Lycopersicon	Plants	417	False
Q84M97	Arabidopsis	Plants	742	False
Q84MH1	Oryza sativa	Plants	640	False
Q84N48	Zea	Plants	611	False
Q84P17	Arabidopsis	Plants	727	False
Q84P52	Solanum subgen. Lycopersicon	Plants	520	False
Q84P54	Solanum subgen. Lycopersicon	Plants	515	False
Q84RK2	Arabidopsis	Plants	398	False
Q84RQ7	Arabidopsis	Plants	236	False
Q84T94	Oryza sativa	Plants	639	False
Q84V18	Chlamydomonas	Plants	754	False
Q84WU8	Arabidopsis	Plants	809	False
Q84X53	Arabidopsis	Plants	284	False
Q85AC2	Anthoceros	Plants	513	False
Q85B27	Anthoceros	Plants	750	True
Q85FM0	Adiantum	Plants	734	True
Q85FN8	Adiantum	Plants	518	False
Q868T3	melanogaster subgroup	Metazoa	494	True
Q86A84	Dictyostelium	Other	654	False
Q86LG1	melanogaster subgroup	Metazoa	606	True
Q86SP6	Homo	Metazoa	731	True
Q871K1	Neurospora crassa	Fungi	123	False
Q8BFW9	Mus	Metazoa	622	True
Q8BFX3	Mus	Metazoa	815	False
Q8BG17	Mus	Metazoa	217	False
Q8BG67	Mus	Metazoa	819	False
Q8BGC3	Mus	Metazoa	486	True
Q8BGE9	Mus	Metazoa	472	True
Q8BH70	Mus	Metazoa	621	False
Q8BH86	Mus	Metazoa	617	False
Q8BHK1	Mus	Metazoa	323	True
Q8BJ52	Mus	Metazoa	321	True
Q8BJ63	Mus	Metazoa	490	False
Q8BJ64	Mus	Metazoa	596	False
Q8BK30	Mus	Metazoa	104	False
Q8BKF1	Mus	Metazoa	1207	False
Q8BLG2	Mus	Metazoa	370	True
Q8BM47	Mus	Metazoa	761	False
Q8BMC0	Mus	Metazoa	344	True
Q8BN57	Mus	Metazoa	294	True
Q8BP40	Mus	Metazoa	418	False
Q8BW66	Mus	Metazoa	306	True
Q8BXP5	Mus	Metazoa	385	False
Q8BXQ6	Mus	Metazoa	823	False
Q8BZR0	Mus	Metazoa	328	True
Q8C206	Mus	Metazoa	330	True
Q8C6B9	Mus	Metazoa	143	False
Q8C8C1	Mus	Metazoa	263	False
Q8CC21	Mus	Metazoa	365	False
Q8CFD0	Rattus	Metazoa	342	False
Q8CGY6	Mus	Metazoa	931	False
Q8CHZ9	Mus	Metazoa	379	False
Q8CI66	Mus	Metazoa	399	True
Q8CIQ6	Mus	Metazoa	364	True
Q8GSM2	Hordeum	Plants	896	False
Q8GSM3	Hordeum	Plants	932	False
Q8GT66	Lathyrus	Plants	436	False
Q8GT74	Arabidopsis	Plants	241	True
Q8GTQ9	Solanum subgen. Lycopersicon	Plants	332	False
Q8GWJ4	Arabidopsis	Plants	440	False
Q8GWJ6	Arabidopsis	Plants	119	False
Q8GWP5	Arabidopsis	Plants	426	False
Q8GXN2	Arabidopsis	Plants	589	True
Q8GYN9	Arabidopsis	Plants	337	False
Q8GZ79	Arabidopsis	Plants	274	False
Q8H1E5	Arabidopsis	Plants	783	False
Q8H1F7	Arabidopsis	Plants	332	False
Q8H1Q1	Arabidopsis	Plants	280	False
Q8HEC1	Caenorhabditis	Metazoa	282	True
Q8HEC5	Caenorhabditis	Metazoa	199	True
Q8HXX8	Macaca	Metazoa	438	False
Q8I1X7	Plasmodium falciparum	Other	579	False
Q8IBI5	Plasmodium falciparum	Other	553	False
Q8IBN8	Plasmodium falciparum	Other	899	False
Q8INM3	melanogaster subgroup	Metazoa	1420	False
Q8IW03	Homo	Metazoa	269	False
Q8IY42	Homo	Metazoa	314	False
Q8IZS7	Homo	Metazoa	167	True
Q8JG69	Danio	Metazoa	415	True
Q8JG70	Danio	Metazoa	408	True
Q8JZU0	Mus	Metazoa	352	False
Q8K0D5	Mus	Metazoa	751	False
Q8K0U3	Mus	Metazoa	198	True
Q8K363	Mus	Metazoa	660	False
Q8L4K5	Oryza sativa	Plants	509	True
Q8L5Z4	Arabidopsis	Plants	584	False
Q8L735	Arabidopsis	Plants	882	False
Q8L773	Arabidopsis	Plants	244	False
Q8L7B5	Arabidopsis	Plants	585	False
Q8L7W1	Arabidopsis	Plants	678	False
Q8L7Z0	Arabidopsis	Plants	720	True
Q8L9X2	Arabidopsis	Plants	203	False
Q8LAD2	Arabidopsis	Plants	341	False
Q8LBB2	Arabidopsis	Plants	424	False
Q8LBK6	Arabidopsis	Plants	169	False
Q8LCS8	Arabidopsis	Plants	124	False
Q8LCT3	Arabidopsis	Plants	236	False
Q8LCU7	Arabidopsis	Plants	375	False
Q8LD49	Arabidopsis	Plants	182	False
Q8LDD3	Arabidopsis	Plants	193	False
Q8LEA0	Arabidopsis	Plants	395	False
Q8LEE8	Arabidopsis	Plants	394	False
Q8LEK4	Arabidopsis	Plants	221	False
Q8LG77	Arabidopsis	Plants	374	False
Q8LK93	Arabidopsis	Plants	603	False
Q8LPJ5	Arabidopsis	Plants	485	False
Q8LPL2	Arabidopsis	Plants	591	True
Q8MIR0	Sus	Metazoa	373	False
Q8N0T1	Homo	Metazoa	100	False
Q8N292	Homo	Metazoa	157	True
Q8N2H3	Homo	Metazoa	581	False
Q8N4T4	Homo	Metazoa	335	False
Q8N628	Homo	Metazoa	320	True
Q8N7A1	Homo	Metazoa	406	False
Q8N7R7	Homo	Metazoa	359	False
Q8N8Q9	Homo	Metazoa	360	True
Q8ND71	Homo	Metazoa	665	False
Q8NDV2	Homo	Metazoa	337	True
Q8NEG4	Homo	Metazoa	500	False
Q8NGA0	Homo	Metazoa	311	True
Q8NGA4	Homo	Metazoa	272	True
Q8NGC0	Homo	Metazoa	362	True
Q8NGC8	Homo	Metazoa	314	True
Q8NGD0	Homo	Metazoa	313	True
Q8NGE3	Homo	Metazoa	313	True
Q8NGH7	Homo	Metazoa	329	True
Q8NGI2	Homo	Metazoa	321	True
Q8NGK2	Homo	Metazoa	314	True
Q8NGM9	Homo	Metazoa	314	True
Q8NGN3	Homo	Metazoa	311	True
Q8NGR2	Homo	Metazoa	347	True
Q8NGR6	Homo	Metazoa	317	True
Q8NGS2	Homo	Metazoa	313	True
Q8NGS8	Homo	Metazoa	318	True
Q8NGV6	Homo	Metazoa	325	True
Q8NGW6	Homo	Metazoa	343	True
Q8NGX3	Homo	Metazoa	314	True
Q8NGY0	Homo	Metazoa	326	True
Q8NGY3	Homo	Metazoa	331	True
Q8NH10	Homo	Metazoa	309	True
Q8NH19	Homo	Metazoa	301	True
Q8NH43	Homo	Metazoa	312	True
Q8NH48	Homo	Metazoa	314	True
Q8NH59	Homo	Metazoa	317	True
Q8NH69	Homo	Metazoa	310	True
Q8NH85	Homo	Metazoa	324	True
Q8NH87	Homo	Metazoa	305	True
Q8NH92	Homo	Metazoa	325	True
Q8NH94	Homo	Metazoa	360	True
Q8NHC8	Homo	Metazoa	308	True
Q8R0N6	Mus	Metazoa	465	False
Q8R0S9	Mus	Metazoa	554	True
Q8R1Q0	Mus	Metazoa	292	False
Q8R416	Rattus	Metazoa	393	True
Q8R5K4	Mus	Metazoa	1152	False
Q8RU60	Atropa	Plants	477	False
